Pelicula_id,Nombre,Director,Guionista,Argumento,Duración,Puntuación_IMDb,Puntuación_Rotten
tt10217534,The Fight,Casey O'Farrell,Casey O'Farrell,,No encontrado,No encontrado," 99"
tt11120680,Your First Day in Hell,David N. Reyes,"Darin Murphy, Beth Pina, Christopher Proutt","in this dark comedy short, it's their first day in Hell and for orientation six damaged souls have to make it through a boring power point presentation before they can enjoy their eternal damnation.",12,No encontrado," 87"
tt12985342,Sinjar,Anna M. Bofarull,Anna M. Bofarull,Hechos de la vida real de tres mujeres que viven bajo Isis y sus horribles consecuencias.,127,6.4,Null
tt1213590,Mercy,Coier Amerson,"Coier Amerson, Darryl Quarles",No encontrado,85,No encontrado," 0"
tt10553484,I Love You Moocho,Ermir M. B.,Rachael Thompson,,No encontrado,No encontrado,Null
tt10508774,Gold Coast Lounge,Pascal Aka,Pascal Aka,"En el corazón de Ghana, una familia criminal tiene que arreglar su conducta antes de que el gobierno cierre su salón privado.",119,5.7,Null
tt1194424,Denizen,J.A. Steel,J.A. Steel,A Creature terrorizes a small town and it is up to a small group of scientists to stop it.,83,5.4,Null
tt2369154,R... Rajkumar,Prabhu Deva,"Prabhu Deva, Sunil Kumar Agrawal, Ravi S. Sundaram","An aimless ruffian starts working for a drug baron and his mission is to kill the rival, whose niece he eventually falls for.",146,5.3," 0"
tt2267968,Kung Fu Panda 3,Alessandro CarloniJennifer Yuh Nelson,"Jonathan Aibel, Glenn Berger, Ethan Reiff(sin acreditar)","Po se enfrenta a dos amenazas de dimensiones épicas: una sobrenatural, y otra más cotidiana.",95,7.1," 86"
tt10986214,To Be Someone,Ray Burdis,"Ray Burdis, Pete Meadows",Una divertida y entretenida aventura ambientada en el mundo de Mods.,84,3.7,Null
tt14451444,Rafadan Tayfa Galaktik Tayfa,Ismail Fidan,Ozan Civit,,86,6.0,Null
tt10274250,Santa's Hunger,Aris Koulaidis,"Nick Chanakoulas, Aris Koulaidis",,No encontrado,No encontrado,Null
tt23024254,Omme Nodide,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt2336284,Blitzpatrollie,Andrew Wessels,Kagiso Lediga,"""Blitzpatrollie"" chronicles the adventures of Rummy Augustine (Joey Rasdien) and his partner, Ace Dikolobe (David Kau), police officers who have had the misfortune of being stationed in a little known depot in the belly of the Johannesburg CBD. Rummy is bogged down with trying to start a family and an overbearing mother-in-law who just won't move out. The overzealous ... Leer todo",103,5.2,Null
tt10097350,Parking in LA,Steven Briggs,Steven Briggs,,No encontrado,No encontrado,Null
tt10327026,The Headless Hipster,Chris Remerowski,Chris Remerowski,The legend of 'Sleepy Hollow' in 2018.,10,No encontrado," 38"
tt12587236,Hayvan,Birol Kurt,Atilla Bariser,,111,4.6," 30"
tt10611546,Five Times A Day,Fawzia Mirza,No encontrado,No encontrado,No encontrado,No encontrado," 78"
tt3179448,Dahlias: Wild Card,Sonalii Castillo,"Sonalii Castillo, Brandee Stilwell",Two Assassins bound by childhood friendship and betrayal rekindle an old pact to serve vengeance.,15,10.0," 32"
tt10109948,I Am Kane,Brendan Gabriel Murphy,No encontrado,On a mission of self improvement our protagonist seeks out the ways of the ninja to enlighten himself & reach his kaizen state.,No encontrado,No encontrado," 99"
tt2578574,Rambler,Patrick Quagliano,"Daniel Keith, Francesco Nuzzi, Colin Filmore","Several Crime Syndicates on London have just discovered they've all hired the same hit man to kill one another. A scarred up punk called, RAMBLER. Now they've put a massive bounty on his head. The streets of London are about to burn.",102,8.0," 33"
tt3402594,The Demolisher,Gabriel Carrer,"Ry Barrett, Andrew Bussey, Martin Buzora","In this gripping vigilante thriller, a seemingly ordinary repairman becomes a one-man wrecking ball and takes to the streets looking to right the innumerable wrongs of a city gone mad.",85,3.3," 80"
tt10043054,Weird City: Beast Mode,Sarah Turi,Steve Boshear,,No encontrado,No encontrado," 63"
tt10056994,Miesten juoma,Nana Timonen,"Henni Koski, Krista Kuitunen, Samuli Lukkarinen",Aatos struggling with acceptance and courage of being who he is on his 50th birthday party.,7,No encontrado,Null
tt10832044,The Wiggles Do the Wiggle,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10365828,Celebrity Apprentice: Pillow Fight,Ryan Sage,Ryan Sage,,No encontrado,5.4,Null
tt1401636,Switch,Frédéric Schoendoerffer,Jean-Christophe GrangéFrédéric Schoendoerffer,"Sophie uses the online service switch.com to switch a Paris apartment with her Toronto sea house for a holiday, to try to find work. After a dream day the police raids her apartment discovering a corpse, and suspect her of the crime.",104,6.3," 32"
tt32119109,Saint Micheal! Avenge Me!,Juan Javier Aguirre,Juan Javier Aguirre,,8,No encontrado,Null
tt2302966,I,S. Shankar,"A.N. Balakrishnan, Swanand Kirkire, S. Shankar",A deformed hunchback kidnaps a bride and holds her hostage while his connection to her and his targets is revealed in a series of flashbacks that unfold as he starts seeking revenge.,188,7.4,Null
tt10009148,St. Louis Superman,Sami Khan,No encontrado,"Bruce Franks Jr. is a 34-year-old battle rapper, Ferguson activist and state representative from St. Louis, Missouri. Known as Superman to his constituents, he is a political figure the likes of which you've never seen - full of contradictions and deep insights, who has overcome unspeakable loss to become one of the most exciting and unapologetic young leaders in the ... Leer todo",28,6.7,Null
tt12402412,End of the Line,Collin Black,Collin Black,A young rebel in a dystopian future steals a device from the DENNIS Tech Corporation.,1,No encontrado," 49"
tt10588964,Weirdoes,Thomas Sainsbury,Thomas Sainsbury,No encontrado,No encontrado,No encontrado," 93"
tt11867620,Udgangen finder De samme sted De kom ind,Casper Paaske,"Pernille Kjærsgaard, Casper Paaske",,No encontrado,No encontrado,Null
tt10479784,Riding Liberty,Cassandra Thomas,"Jonnie Hurn, Cassandra Thomas","Traumatised by an abusive past, Sebastian finds work with a family as a groom in a polo yard. When charged with trying to re-train Liberty, an unhand-able, failed racehorse, Sebastian bonds with the wayward animal and secretly trains as a polo player ultimately changing both their lives.",22,No encontrado,Null
tt11362678,Brother's Revenge,John Smith Kabashi,John Smith Kabashi,"When two brothers become separated, their lives take different turns. But 20 years later, when they meet again and their lives once again intertwine, they are faced with a tough decision to make. Is the truth really just old lies?",No encontrado,No encontrado,Null
tt10123682,Zeen?,Calyx Passailaigue,"Calyx Passailaigue, Richard Walters","Chad is a pretentious white Jamaican film director. With his ragtag Caribbean cast and crew, he aims to shoot a highbrow social drama called ""Brothers in Babylon.""",15,No encontrado," 95"
tt17074300,Dying for Living,Patrick Kilpatrick,"Patrick Kilpatrick, Heidi Bright, Mariya Samoylova","'Dying for Living' takes you on a thrilling journey into the chaotic world of an aging hitman, consumed by vanity. In a daring quest for redemption, he sets out to gather his long-abandoned family of skilled assassins in the heart of Holland and Hollywood. Their reunion will unleash a storm of mayhem and intrigue. As the twisted plot unfolds, dark secrets surface, all... Leer todo",90,No encontrado,Null
tt1059836,Transit,Antonio Negret,Michael Gilvary,"Una banda de atracadores de bancos esconde su botín en el coche de una familia que va de acampada. Persiguen a la familia para matarla y recuperar el botín, pero se topan con una pelea.",88,5.8," 95"
tt2841528,FartZilla,Charlie Brady,"Charlie Brady, Joe Meils",No encontrado,No encontrado,No encontrado," 76"
tt1625078,Deceivers,Michael Halper,Michael Halper,A husband and wife plot to steal money from a man she is faking an affair with. But executing the plan doesn't come off that easy.,7,No encontrado," 33"
tt2241047,Betrayal,Jack Topalian,"Jason D. Morris, Jack Topalian","Vazgen ""Vaz"", a Mobster turned businessman, is pulled back into his past life, when his eldest son is accused of killing a Russian gangster. Now he must find a way to save his family and all that he's built.",90,3.6," 86"
tt10057796,Best Wishes,Fangxiang Zheng,Fangxiang Zheng,,No encontrado,No encontrado,Null
tt10533880,Zhong guo lan kui,Haiqiang Ning,"Haiqiang Ning, Sen Xiao","China's first military peace film, telling the story of current officers and men of China's peacekeeping force in the implementation of President Xi.",96,8.1,Null
tt10626634,The Killer Drown,Drew Bromley,"Drew Bromley, Greysen Davis",No encontrado,No encontrado,No encontrado," 80"
tt10281420,Homicidal Kitty,Mario R. Coello,Mario R. Coello,No encontrado,1,No encontrado,Null
tt10305228,Creepers 'R Us,Joe Hammerstone,Joe Hammerstone,"Bill and Joe are creepers who prey on women together, however something happens that forces the men to try and ""out-creep"" each other.",No encontrado,No encontrado,Null
tt1332134,La isla de los olvidados,Marius Holst,"Mette M. Bølstad, Lars Saabye Christensen, Dennis Magnusson","Norwegian winter, early 20th century. On the boys home Bastoy, a new inmate leads the boys to a violent uprising against a brutal regime. How far is he willing to go to attain freedom?",116,7.5," 94"
tt30428524,Avalanche,Magnus Adamsen,Magnus Adamsen,"When Adrian's friend denies him a loan of money, a rampage of thoughts starts within him. Why won't Jacob lend him any money? And why won't he lend any to him, specifically?",10,No encontrado,Null
tt0478304,El árbol de la vida,Terrence Malick,Terrence Malick,"La historia de una familia en Waco, Texas en 1956. El hijo mayor es testigo de la pérdida de la inocencia y lucha con las enseñanzas contrapuestas de sus padres.",139,6.8,Null
tt15295190,Monsters in the Closet,Spencer Snygg,Luke Couzens(segment Home Improvement)Camilla Crawford(segment Home Improvement)Jasmin Flores,Las historias de un autor de terror cobran vida cuando se leen en voz alta.,89,2.7,Null
tt1077368,Sombras tenebrosas,Tim Burton,"Seth Grahame-Smith, John August, Dan Curtis","Barnabas Collins, un vampiro cautivo que es puesto en libertad, vuelve a su hogar ancestral donde sus disfuncionales descendientes requieren su protección.",113,6.2," 35"
tt22208452,Sevda Mecburi Istikamet,Çagan Irmak,Çagan Irmak,Movie is about the journey of a famous actor to complete his unfinished story with his daughter.,97,6.4,Null
tt10081032,Fine Leather Goods,Dylan Bursick,Dylan Bursick,No encontrado,No encontrado,No encontrado,Null
tt10265164,Epoch: The Rebel,Benjamin Yackshaw,"Brylan Henderson May, Benjamin Yackshaw",No encontrado,6,No encontrado," 16"
tt26679278,No encontrada,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado," 88"
tt10398026,End of the World,No encontrado,No encontrado,No encontrado,8,No encontrado," 11"
tt2909932,Subconscious,Georgia Hilton,Georgia Hilton,An investigation into a retired WWII sub plunges a research team into a supernatural journey across the dark abyss of time - with history hanging in the balance.,122,2.4,Null
tt10098080,Pipe Dream,Ben McCullough,"Ben Mc, Cullough",Slippy the Soap yearns for a life outside his bathtub. But when his dreams slip down the drain he's forced to journey through a wild and treacherous labyrinth.,7,No encontrado," 72"
tt11618200,Bunker,Sylvain Pelissier,Sylvain Pelissier,,No encontrado,No encontrado," 11"
tt15103782,Rundown: Charlie V Tender,Jamie D. Gibson,"Carl Dobson, Jamie D. Gibson",,13,No encontrado,Null
tt11803254,Nocturnal Medicine,Le Luo,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt12702042,CF Reus Deportiu vs CD Lugo,No encontrado,No encontrado,,No encontrado,No encontrado,Null
tt11650226,Vengeance Is Mine,Hadi Hajaig,Hadi Hajaig,"Harry, a broken man struggling to come to terms with the murder of his wife and daughter is living a hallucinatory life. When he discovers the whereabouts of the killers he awakens from his grief to destroy those who destroyed his life",79,5.0," 71"
tt10794376,Chocolate Malady,Michael Thordarson,Michael Thordarson,"The sleepover begins with Tausha, Rikki and Molly. Tausha is excited to kick things off by making a list, but when Rikki ask's for the snacks, things seem to go downhill. Things get worse as Michael crashes the sleepover. The girls threaten to beat him up, but Michael has a trick up his jacket. Michael opens up his jacket to reveal a magical substance which can contro... Leer todo",No encontrado,No encontrado,Null
tt11299422,When the Screaming Starts,Conor Boru,"Conor Boru, Ed Hartland","When Norman Graysmith is invited into the home of an aspiring serial killer, Aidan Mendle, he believes he has the subject for the documentary that will make his career.",88,5.3," 100"
tt10374770,Khun Phaen Begins,Kome Kongkiat Komesiri,"Kome Kongkiat Komesiri, Manachaya Panitsarn, Yuttapong Peerayuttapong","A young thief is living his life just for fun and troubled. When he meets his childhood crush, he decides to join an army to win the girl's heart over a perfect boy who is a soldier and falls in love with her. From Zero to Hero, he has trained himself hard to be ready to fight after he found out that there's a villain trying to conquer the city.",138,5.9,Null
tt10136110,Le voleur rose,Mustafa Ozgun,Mustafa Ozgun,,No encontrado,No encontrado," 0"
tt11426664,Anadolu Leopari,Emre Kayis,Emre Kayis,Employees attempt to hide the death of a leopard to save the zoo where they work.,113,5.9,Null
tt13769406,Conventus,Sue-Ann Paquet,Sue-Ann Paquet,"After a failed mission, an assassin is given one last chance to redeem herself by capturing a target alive, but things don't turn out as expected.",No encontrado,No encontrado," 26"
tt13906752,Namma Oorukku Ennadhan Achu,Nal Senthil Kumar,No encontrado,"The village heads collect Rs 1500 from each family for the village festival. A person is against collecting the amount and fights with them. During the festival, he drinks and creates a ruckus. On the next day, he is found dead and following this, they stop the temple festival. After a few days, the villagers started believing that the person's spirit roams over their... Leer todo",110,4.9,Null
tt11023608,Mirror Spider,Cadance Bell,Cadance Bell,A man is driven mad by a spider living in the wing mirror of his car.,5,No encontrado," 97"
tt10661100,La última Bulgaria querida,Aleksey Fedorchenko,"Aleksey Fedorchenko, Lidia Kanashova","A stark experiment by director A. Fedorchenko and a new form of cinema, which takes the spectator into the recollections of the protagonist, along corridors of memory and through key events of Russian history from the Silver Age to WWII.",90,6.7,Null
tt14323080,Mayonaka otome sensô,Ken Ninomiya,Ken Ninomiya,"Nagase Ren takes on the role of ""I,"" a university student who moved to Tokyo and is living alone for the first time. I has no friends. I has no girlfriend. The lectures at the university were horribly boring, and I was always looking at Tokyo Tower on the way back from his laborious job. While being attracted to the ruthless, dignified and intelligent ""Senior,"" played... Leer todo",113,5.3,Null
tt12122300,El Ondeado: ¿Héroe o villano?,Luis Felipe Nuñez,Luis Felipe Nuñez,,No encontrado,No encontrado,Null
tt10133770,Juweeldiewe,Alan Hayward,Alan Hayward,"Two international jewel thieves descend on Cape Town with their sights set on The Blue Flame, a massive blue African diamond, back home after years of traveling exhibitions. ""Brave and stylish."" - Leon van Nierop",26,No encontrado,Null
tt28799527,Super Vixens 6,Mister Hero,No encontrado,"Max Lords clones SuperNova, leading to a clash. Blue Bird lacks serum, while Komodo controls her poison for Vixen's agenda. Metal Skull aims to corrupt Marvel Girl using her weakness, pitting heroes against villainous forces.",73,No encontrado," 100"
tt10796754,Sensitive Senses,Rudy Wilson,Rudy Wilson,"Trina, a restaurant-goer who suffers from the disability of not being able to taste, demands justice be served at a local diner when she feels she's been discriminated against.",No encontrado,No encontrado,Null
tt11111086,The Suit,Mark Hamilton,Mark Hamilton,"Wayne, an ex-con, wants to turn his life around by applying for a salesman job. The only thing is, he needs a suit. With the aid of his friend he steals a distinctive, bespoke suit from the corpse of a wealthy man, not realising that the woman interviewing him for the job is the dead man's daughter.",10,No encontrado," 91"
tt3806992,Dustin,No encontrado,No encontrado,"The short film 'Dustin' is an animated comedy about a pug who, much to his chagrin, has to arrange with an automatic cleaning robot as his new roommate.",8,6.8,Null
tt10010434,For the Best,Madeline Wahl,Madeline Wahl,"For one young woman with a shameful secret, the burgeoning feminist movement of the 1970s is a catapult into a brave new world where vindication is possible.",10,No encontrado,Null
tt11718306,El perfecto David,Felipe Gómez Aparicio,"Leandro Custo, Felipe Gómez Aparicio","David es un joven culturista que entrena obsesivamente para convertirse en la inspiración de su madre artista. Mientras se dedica a desarrollar aún más su físico, atraviesa una crisis de identidad que marcará su destino.",78,5.7,Null
tt12573630,Super Smash Bros: The Movie,Dees de Jong,Dees de Jong,,No encontrado,No encontrado," 59"
tt15028848,Rama Rao on Duty,Sarath Mandava,Sarath Mandava,"Ramarao is a fair government officer who bends the rules when it comes to fighting the lapses in the system. When transferred to his own village, situations take him on a quest where he faces challenges and has to take on evil.",146,5.1,Null
tt2614032,Alex Pandian,Suraj,Suraj,"A Chief Minister's daughter is kidnapped for a price. They do not need money , but their demand is worse.",135,2.9," 0"
tt11674734,Mortal Kombat - Stunt/Fight Choreography Behind the Scenes Clip,Austin Bitikofer,No encontrado,No encontrado,1,No encontrado,Null
tt1137482,The Story of F***,James Abadi,"Adam Abadi, James Abadi",A frustrated music business executive accidentally creates a band called F**K and has to find a group of talentless no-hopers to take on the music industry and become rock stars.,No encontrado,3.1,Null
tt13729636,Oosa Aafin,Akinkongi,Tunde Ola Yusuf,,No encontrado,No encontrado,Null
tt10545696,Maigret,Patrice Leconte,"Georges Simenon, Jérôme Tonnerre, Patrice Leconte","En París, una joven es encontrada muerta en una plaza, vestida con un traje de noche. El comisario Maigret intentará identificar al asesino y luego entender qué pasó con la víctima.",89,5.9," 91"
tt15850452,Kamen Raidâ Ôzu 10th: Fukkatsu no Coa Medaru,Ryuta Tasaki,Nobuhiro Mouri,"The year is 2021 and the world is in a state of chaos and fear. The ancient king OOO has come back to life after 800 years of dormancy. Eiji Hino returns to Japan, believing he has at last found the means to revive the Greeed Ankh.",59,6.0,Null
tt30475191,Postuchis v moyu Tver,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado," 68"
tt10365870,Eyimofe (This is My Desire),Arie EsiriChuko Esiri,Chuko Esiri,"In Lagos, Nigeria, tragedy and fate intervene as two people try to better the lives of their families.",116,7.0," 100"
tt2923316,Asalto al banco de St. Luis,Sarik Andreasyan,Raul Inglis,"James le debe la vida a su hermano mayor, Frankie, después de haber sido condenado por un delito que cometieron juntos. Mientras Frankie cumplía condena, James se esforzaba por dar un giro a su vida.",94,5.0," 41"
tt10167058,Love Forever,Karan Chawla,No encontrado,,7,No encontrado,Null
tt10017460,Egise Taara Juvvalu,Mahesh Kathi,Mahesh Kathi,Egise Tarajuvvalu revolves around the class of 30 underprivileged school kids and how their life changes when Manasa (Sowmya Venugopal) joins as their new Science teacher.,95,4.6,Null
tt2198241,El extranjero,Brian A. Miller,"Craig Fairbrass, Brian A. Miller","Al contratista militar británico Lex Walker le comunican que su hija ha muerto. Cuando llega a Los Ángeles y descubre que el cadáver no es el de ella, inicia una investigación.",94,4.7," 66"
tt12826022,Green Banana,Richard Zelniker,Jim Jones,"Harry is rushed into the ER with severe injuries sustained after being hit by a truck. In a semi-conscious, near comatose state and unable to remember exactly what happened, he imagines a variety of possible reasons for his near fatal destiny. He is aware of the nurses talking with his cynical and insensitive Doctor - or is he? And is Harry even alive?",15,No encontrado,Null
tt0961755,The Trouble with Cali,Paul Sorvino,Amanda Sorvino,,No encontrado,4.8,Null
tt0427543,En mil pedazos,Sam Taylor-Johnson,"Aaron Taylor-Johnson, Sam Taylor-Johnson, James Frey",Un joven escritor adicto a las drogas se somete a dos meses de agonizante desintoxicación en Minnesota.,113,6.2,Null
tt10116086,"Hey There, Rider",Jon Robben,Jon Robben,"An eager scooter owner sets out to make his own travel show, documenting his ride to the Griffith Observatory.",9,No encontrado,Null
tt10145282,Team Stretch,Jared Hogan,Justin Robinson,No encontrado,No encontrado,No encontrado," 73"
tt11454780,Jedi Fight,Wes Scarpias Gonzales,Wes Scarpias Gonzales,,No encontrado,No encontrado,Null
tt10010772,22,Daniel Roy,"Daniel Roy, Vanessa Yuille",Tom returns home after many combat tours only to find himself fighting another war from within.,5,8.6,Null
tt10283206,"You and Me, Me and You",Joshua Knoller,Joshua Knoller,"When Harper, an aspiring journalist, is offered her dream job, she must confront her past in order to save the relationship with the girl she helped raise.",30,No encontrado," 80"
tt10619688,Cardelinas,Tomás Generelo,Maite Abaurre,"Durante las primeras semanas de la Guerra Civil, Concha Monrás es encerrada en la cárcel junto a la joven Adela. Ante un futuro incierto, todo lo que pueden hacer es no perder la esperanza.",20,8.6," 25"
tt13270424,Brian y Charles,Jim Archer,"David Earl, Chris Hayward","Después de un invierno duro, Brian cae en una profunda depresión; Completamente aislado y sin nadie con quien hablar, Brian hace lo que cualquier persona en su sano juicio haría ante una situación tan melancólica. Construye un robot.",90,6.7," 84"
tt2182294,What Are Friends for,Bruce Odams,Bruce Odams,No encontrado,110,No encontrado," 78"
tt10674768,80613,Kalainithan Kalaichelvan,Kalainithan Kalaichelvan,"Lucy and John,a pair of offish,insensitive marriage. On this distant relationship,just one witness testifies,a recorder.",No encontrado,No encontrado,Null
tt11343676,The Knight Out,Akash Sunethkumara,Akash Sunethkumara,"When a beautiful stranger enters the cafe, two men decide to battle it out on a chessboard in order to decide who gets to approach her.",9,8.4," 97"
tt13846224,Quixotic: Highway Violence,Krisztián Miklósy,Krisztián Miklósy,A group of cool girls discover a long lost arcade game from the 80's.,11,8.8,Null
tt2022498,Point of Deception,Brent Gorsage,Brent Gorsage,"When a domestic terrorist group begins attacking multiple cities at once, a specially tasked FBI unit turn to an incarcerated ex-federal agent to stop them.",88,No encontrado," 83"
tt14542476,The Break In,Tommy Lee,No encontrado,"Two men are sent on a top secret mission to infiltrate a house in the suburbs. Along the way they must stay undetected, will they make it out together.",2,No encontrado," 11"
tt2292948,Brutal,Donald Flaherty Fajardo,Donald Flaherty Fajardo,"Abducted without explanation, two men are forced into a daily steel cage brawl testing their will to live.",90,2.6," 17"
tt2331073,La Venganza de la Mujer Serpiente,David Palmieri,Kenny White,A stripper is possessed by an ancient snake goddess and wants to kill or recruit everyone at the club.,83,2.7," 85"
tt13157998,MAX - La Serie Web Animada,Leandro Pérez,Leandro Pérez,"Max must carry out a series of 3 risky missions in charge of De La Sol, if he fails, the life of Max and his family is in danger. A traditional Sin City-style animation.",No encontrado,No encontrado,Null
tt10139300,Zoe,Noorman Wicaksono,"Ben Soffer, Noorman Wicaksono",No encontrado,No encontrado,No encontrado," 32"
tt10039604,Fallen Dream,Erica Bergsmeds,"Fancy Alexandersson, Thomas Beatty, Erica Bergsmeds","A gifted young dancer is offered the role of a lifetime, but at what cost?",No encontrado,No encontrado,Null
tt13872754,A Strange Meeting,Iona Chadwick,No encontrado,"The pandemic never got under control, mankind is slowly being wiped out by the virus. 50 years later, in a post-apocalyptic world we follow a group of survivors in their fight to stay alive when food and resources are running out.",No encontrado,No encontrado," 76"
tt10021640,She Was Insane,Kyanna Mai-Lee Bosworth,No encontrado,No encontrado,No encontrado,No encontrado," 11"
tt10038028,The Struggle,Robert L. Parker III,Robert L. Parker III,"A story about Debra and her daughter Tracey struggles in the heart of Memphis. Debra tries to keep her daughter out of danger and off the streets but it doesn't help with the surrounding of drug dealers, pimps and prostitution. It gets worst when Erin and her gang interfere in situations with Tracey and Kandi. That's when Tracey takes matters in her own hands.",96,3.2," 29"
tt1606236,Hell on Wheels Gang Girls Forever,Katrina Del Mar,"Katrina Del Mar, Dee Finley, Meredith Miller","Brooklyn girl gang member Krank, after being shot in a mysterious guinea pig lab rescue incident, comes home from the hospital in a wheelchair to find her cats are gone, her mother is still insane and her gang is kicking her out. She turns to her best friend, the Mechanic, who gives her a pep talk and offers to turn her heap of crap wheelchair into a hot rod. Krank th... Leer todo",36,No encontrado," 60"
tt10517902,The Agency,Jared Rogers,Jared Rogers,No encontrado,3,No encontrado,Null
tt11992414,Behind the Mask,Simon K Matthews,"Amar Chadha-Patel, Elena Saurel","The film is a surreal reflection into men being the worst. It's also a reflection on actors being the worst. Finally, it's subtle reflection on actors making serious vanity pieces for their show reels, Which is exactly what this is.",11,No encontrado," 76"
tt10578604,The Feather: The Agatha Tiegel Hanson Story,Gary Brooks,"Gary Brooks, Glenn J. Devlin","Agatha Tiegel became the first deaf woman to graduate from Gallaudet College's four year program with a Bachelor of Arts. Her valedictorian speech argued for the recognition of the Intellect of Women, a cause she advocated throughout her career.",90,No encontrado,Null
tt3157224,We Still Kill the Old Way,Sacha Bennett,"Sacha Bennett, Dougie Brimson, Gary Lawrence","When retired East End villain Charlie Archer is murdered by a feral street gang, his brother Ritchie returns to London from Spain to investigate.",94,6.0," 36"
tt1620933,Paan Singh Tomar,Tigmanshu Dhulia,"Sanjay Chauhan, Tigmanshu Dhulia","The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",135,8.2," 89"
tt0929742,Deep Gold,Michael Gleissner,"Michael Gleissner, Frederick Bailey","Deep Gold follows Amy Sanchez, a champion free diver who, along with her sister Jess, find themselves thrown into the middle of a deadly conspiracy. After a government plane carrying a fortune in gold goes missing over Philippine waters, Amy and Jess struggle to investigate the disappearance with help from Lulu and the mysterious Benny Simpson. Soon, the girls learn t... Leer todo",86,3.2," 29"
tt10883230,Powerless,Nicole Pott,Nicole Pott,"Three weeks prior to the biggest fight of her life, a young female boxer is left broken after tragedy floors her aspirations.",No encontrado,No encontrado," 61"
tt10307720,The Floor Whisper,Alexander Hernandez,"Andy Bertelsmeyer, Shannon Ferguson, Alexander Hernandez",,No encontrado,No encontrado,Null
tt2948606,El juego del asesino,Anoop Rangi,No encontrado,"Cuando un equipo de asesinos fracasa en un golpe, el legendario asesino a sueldo Vet Jones recibe un ultimátum de su antiguo jefe: mata al objetivo o su hijo muere.",83,3.0," 13"
tt10607264,Just Desserts,Stephanie Stender,"David Mac, Gregor",Three co-workers unmask and deal with a fellow employee who has been stealing other people's food from the company lunchroom.,No encontrado,No encontrado," 48"
tt10071770,Le spectre du fer,Maxime Simone,Maxime Simone,,20,No encontrado," 89"
tt1808416,Privileged,Aasem Alhajhussein,Joel Bates,"His very life hanging in the balance Parker risks it all to reveal the truth. Can he trust his family or friends in this lightning fast thriller? Who will pay the ULTIMATE price to keep the secret? As a political aid to a high powered Senator, is what Parker and his colleagues discovered about their esteemed boss true? Will he betray his mentor or stand up for what he... Leer todo",10,No encontrado," 63"
tt11599576,Juniper,Matthew J. Saville,Matthew J. Saville,"Cuando un adolescente autodestructivo es suspendido de la escuela y se le pide que cuide de su exuberante abuela alcohólica como castigo, el tiempo que pasan juntos cambia su vida.",94,6.5," 92"
tt2083379,La verdad,Damian Lee,Damian Lee,A former CIA operative turned political talk show host is hired by a disaffected corporate shareholder to expose her company's cover-up of an incident and deaths in an Ecuadorian village.,106,5.6," 87"
tt10476472,Dadayama,Chamupathi Gigara,"Bimsara Gunarathna, Nipuna Hasaranga",,No encontrado,No encontrado,Null
tt10298102,When She Got a Male Best Friend,Davonne Powers,Davonne Powers,No encontrado,No encontrado,No encontrado,Null
tt10719272,The Last Kick,James Skinner,Ben Marshall,"A troubled father kidnaps the former football coach who abused him as a boy, but by confronting the past he now risks destroying a bright future with his daughter.",No encontrado,No encontrado," 45"
tt11881034,Once Upon a Time in... Action Land,Jani Jokinen,Nils Thulin,"In the mind of some students you will see how action can be played out, with fingers as guns and blood splattering from hits. This movie is a tribute to 80's and 90's action movies, with one-liners.",5,No encontrado," 78"
tt1068962,Quincas Berro d'Água,Sergio Machado,"Jorge Amado, Sergio Machado",Friends of the recently deceased Quincas take their pal's body on one last tour of his favorite spots in Brazil's Bahia.,104,6.3," 37"
tt14207604,El App,Tabaré Blanchard,"Isaac Saviñón, Tabaré Blanchard, Gustavo Alberto Lopez",The life of one of the world's most renowned hackers is in danger after he develops an app that can hack any social media account and get any information using just a phone number.,92,7.7," 45"
tt10086814,Ride Away,Alicia MacGibbon,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt14505956,Nineteen Eighty-Fear,No encontrado,No encontrado,"Set in the dystopian universe of Orwell's ""1984"", the world is ruled by hate and fear. Ethan Smith tries to counter the ideology of the New Party, and starting a Revolution that will lead to a new dawn.",No encontrado,No encontrado," 46"
tt0948470,The Amazing Spider-Man,Marc Webb,"James Vanderbilt, Alvin Sargent, Steve Kloves","Después de que Peter Parker sea mordido por una araña genéticamente alterada, adquiere poderes arácnidos y se aventura a salvar la ciudad de las maquinaciones de un misterioso enemigo reptiliano, el Lagarto.",136,6.9," 71"
tt10233354,Vê Quê An Têt,Nguyen Hoang Anh,Nguyen Hoang Anh,"Broke and anxious, two sibling bus drivers take a wealthy customer to the countryside for Tet when four fuzzy passengers suddenly join the ride.",80,4.4,Null
tt10509924,Ictus,Georgia Azoulay,"Georgia Azoulay, Félixe De Becker","Behind the curtain of a prestigious symphony, Louise fights against her predator.",No encontrado,No encontrado,Null
